timestamp,stock_symbol,activity_level
2021-01-21 01:07:13.476387840-05:00,GME,18422
2021-01-21 01:25:28.725364480-05:00,GME,21643
2021-01-21 01:26:33.093804800-05:00,GME,13200
2021-01-21 01:35:08.488841984-05:00,GME,19713
2021-01-21 01:37:10.994892032-05:00,GME,19908
2021-01-21 01:41:34.054649344-05:00,GME,16144
2021-01-21 01:50:36.179045888-05:00,GME,17737
2021-01-21 02:20:35.368574464-05:00,GME,29811
2021-01-21 02:40:16.883713536-05:00,GME,11809
2021-01-21 02:59:42.610768896-05:00,GME,19518
2021-01-21 03:12:49.369312768-05:00,GME,11066
2021-01-21 03:17:26.710401024-05:00,GME,19766
2021-01-21 03:17:39.919539712-05:00,GME,15089
2021-01-21 03:19:27.041858560-05:00,GME,20786
2021-01-21 03:29:03.580290304-05:00,GME,6035
2021-01-21 03:47:09.864866048-05:00,GME,3913
2021-01-21 04:14:05.774123264-05:00,GME,10249
2021-01-21 04:23:19.861294080-05:00,GME,22228
2021-01-21 04:28:40.049883392-05:00,GME,12742
2021-01-21 04:37:46.259840256-05:00,GME,17909
2021-01-21 04:46:26.175673344-05:00,GME,9102
2021-01-21 04:48:47.399082496-05:00,GME,20360
2021-01-21 05:05:31.706915584-05:00,GME,11670
2021-01-21 05:18:30.090344192-05:00,GME,12900
2021-01-21 05:18:57.392413696-05:00,GME,11037
2021-01-21 05:46:17.861692928-05:00,GME,17896
2021-01-21 05:54:25.972718080-05:00,GME,13911
2021-01-21 05:56:29.020819200-05:00,GME,13213
2021-01-21 05:56:48.749303040-05:00,GME,12102
2021-01-21 05:56:49.137837312-05:00,GME,14280
2021-01-21 06:00:11.453706752-05:00,GME,13125
2021-01-21 06:40:59.057168896-05:00,GME,6934
2021-01-21 07:05:03.367815168-05:00,GME,22323
2021-01-21 07:08:25.017638912-05:00,GME,11691
2021-01-21 07:22:52.710062080-05:00,GME,17113
2021-01-21 07:30:38.004204544-05:00,GME,10492
2021-01-21 07:32:00.991812352-05:00,GME,13452
2021-01-21 07:34:25.787426048-05:00,GME,22493
2021-01-21 07:35:44.393199360-05:00,GME,14026
2021-01-21 07:49:57.386075904-05:00,GME,13574
2021-01-21 08:29:34.397900544-05:00,GME,13194
2021-01-21 08:34:07.973647616-05:00,GME,20639
2021-01-21 08:55:32.130157568-05:00,GME,19042
2021-01-21 08:56:46.607212800-05:00,GME,12462
2021-01-21 09:03:39.774570240-05:00,GME,14872
2021-01-21 09:41:32.829285632-05:00,GME,15118
2021-01-21 09:48:38.148187648-05:00,GME,21084
2021-01-21 10:19:59.674397184-05:00,GME,18894
2021-01-21 10:34:04.153988864-05:00,GME,20675
2021-01-21 10:40:53.654898432-05:00,GME,21339
2021-01-21 10:43:40.569993984-05:00,GME,8015
2021-01-21 10:54:46.374602752-05:00,GME,12563
2021-01-21 11:02:28.358136064-05:00,GME,15950
2021-01-21 11:52:29.611038976-05:00,GME,6526
2021-01-21 12:16:18.409468416-05:00,GME,20945
2021-01-21 12:16:25.710760704-05:00,GME,12317
2021-01-21 12:21:03.910226944-05:00,GME,9249
2021-01-21 12:57:01.501052672-05:00,GME,12485
2021-01-21 13:10:49.721597440-05:00,GME,7031
2021-01-21 13:15:04.921412096-05:00,GME,14115
2021-01-21 13:41:47.714186752-05:00,GME,14013
2021-01-21 13:42:47.426564352-05:00,GME,21352
2021-01-21 13:45:22.540098048-05:00,GME,11926
2021-01-21 13:51:12.578094080-05:00,GME,32448
2021-01-21 13:53:05.532646400-05:00,GME,12684
2021-01-21 13:58:31.999416832-05:00,GME,10964
2021-01-21 14:18:33.133346304-05:00,GME,15964
2021-01-21 14:52:40.208495616-05:00,GME,16956
2021-01-21 15:02:36.278835968-05:00,GME,12954
2021-01-21 15:06:14.268446720-05:00,GME,18992
2021-01-21 15:07:12.076634368-05:00,GME,16194
2021-01-21 15:22:59.332685824-05:00,GME,23567
2021-01-21 15:37:28.586677504-05:00,GME,14801
2021-01-21 16:04:23.582238976-05:00,GME,5548
2021-01-21 16:05:44.905608704-05:00,GME,13761
2021-01-21 16:46:44.588513280-05:00,GME,9481
2021-01-21 16:55:46.110985984-05:00,GME,20420
2021-01-21 17:09:52.619704320-05:00,GME,12786
2021-01-21 17:35:09.506571264-05:00,GME,99576
2021-01-21 18:10:56.311663104-05:00,GME,10991
2021-01-21 18:18:22.659031552-05:00,GME,17248
2021-01-21 18:40:47.772573184-05:00,GME,16400
2021-01-21 18:42:21.311966464-05:00,GME,22209
2021-01-21 19:19:05.431969280-05:00,GME,22848
2021-01-21 19:27:58.282288384-05:00,GME,10741
2021-01-21 19:32:26.556933120-05:00,GME,21034
2021-01-21 19:57:05.582315520-05:00,GME,19146
2021-01-21 20:03:01.095590656-05:00,GME,20895
2021-01-21 20:28:05.631649024-05:00,GME,10958
2021-01-21 20:47:14.108121856-05:00,GME,15139
2021-01-21 20:56:02.960263424-05:00,GME,17032
2021-01-21 20:56:14.133348864-05:00,GME,12572
2021-01-21 21:04:49.303230976-05:00,GME,19084
2021-01-21 21:22:21.147319040-05:00,GME,18354
2021-01-21 21:23:53.349260032-05:00,GME,14954
2021-01-21 21:35:47.285628928-05:00,GME,8682
2021-01-21 21:38:16.680624896-05:00,GME,17119
2021-01-21 21:41:36.085478656-05:00,GME,17164
2021-01-21 22:34:20.463886592-05:00,GME,16591
2021-01-21 22:39:10.133048320-05:00,GME,7263
2021-01-21 23:05:27.050128896-05:00,GME,15342
2021-01-21 23:14:42.487228928-05:00,GME,13075
2021-01-21 23:34:40.240335872-05:00,GME,11609
2021-01-22 00:09:58.522546944-05:00,GME,2882
2021-01-22 00:15:48.430596864-05:00,GME,19148
2021-01-22 00:16:32.848342272-05:00,GME,20345
2021-01-22 00:16:48.440111104-05:00,GME,14414
2021-01-22 00:34:38.365891584-05:00,GME,11631
2021-01-22 00:51:31.817519360-05:00,GME,24790
2021-01-22 00:53:40.409041664-05:00,GME,16692
2021-01-22 01:23:02.587980288-05:00,GME,9558
2021-01-22 01:56:06.955706112-05:00,GME,4960
2021-01-22 01:57:22.051121152-05:00,GME,19612
2021-01-22 02:30:18.359468800-05:00,GME,16511
2021-01-22 03:23:37.892423680-05:00,GME,12876
2021-01-22 03:32:40.054468352-05:00,GME,9929
2021-01-22 03:37:37.582393856-05:00,GME,14159
2021-01-22 03:42:07.205872384-05:00,GME,5195
2021-01-22 04:11:38.219668224-05:00,GME,6721
2021-01-22 04:14:23.633425408-05:00,GME,16158
2021-01-22 04:24:02.142025984-05:00,GME,5782
2021-01-22 04:29:47.526145024-05:00,GME,19640
2021-01-22 04:51:33.910563840-05:00,GME,4149
2021-01-22 05:03:14.710454528-05:00,GME,6741
2021-01-22 05:08:04.813431040-05:00,GME,19261
2021-01-22 05:26:51.472130048-05:00,GME,14088
2021-01-22 05:35:29.861103872-05:00,GME,18031
2021-01-22 05:44:34.436368896-05:00,GME,16309
2021-01-22 05:57:37.599975936-05:00,GME,11938
2021-01-22 06:08:27.587806208-05:00,GME,14355
2021-01-22 07:02:15.626864640-05:00,GME,21115
2021-01-22 07:12:32.685116160-05:00,GME,10104
2021-01-22 07:15:45.652637440-05:00,GME,19016
2021-01-22 07:20:36.960088576-05:00,GME,25604
2021-01-22 07:25:01.233425664-05:00,GME,17218
2021-01-22 07:41:13.149352960-05:00,GME,20149
2021-01-22 08:11:48.065589760-05:00,GME,21380
2021-01-22 08:42:03.590017024-05:00,GME,15964
2021-01-22 09:00:44.615957760-05:00,GME,14581
2021-01-22 09:01:11.158430976-05:00,GME,13963
2021-01-22 09:06:53.053569024-05:00,GME,23778
2021-01-22 09:12:15.058432256-05:00,GME,12295
2021-01-22 09:18:53.326758656-05:00,GME,15669
2021-01-22 09:20:12.774818304-05:00,GME,11946
2021-01-22 09:25:21.479423744-05:00,GME,6330
2021-01-22 09:28:03.930386944-05:00,GME,16292
2021-01-22 09:29:31.237563904-05:00,GME,17878
2021-01-22 09:30:11.312041984-05:00,GME,20265
2021-01-22 09:45:30.453388544-05:00,GME,10677
2021-01-22 09:50:48.359170048-05:00,GME,21880
2021-01-22 10:17:01.737014016-05:00,GME,18187
2021-01-22 10:43:37.295279872-05:00,GME,8646
2021-01-22 10:48:55.925322752-05:00,GME,15810
2021-01-22 10:56:25.028460800-05:00,GME,19166
2021-01-22 10:56:34.007349504-05:00,GME,1000
2021-01-22 11:21:06.970964480-05:00,GME,14750
2021-01-22 11:25:35.162391808-05:00,GME,2279
2021-01-22 11:30:21.871806208-05:00,GME,6692
2021-01-22 11:41:01.966884352-05:00,GME,2976
2021-01-22 12:29:03.547586816-05:00,GME,16269
2021-01-22 12:52:09.130667264-05:00,GME,14394
2021-01-22 12:59:49.913601024-05:00,GME,11012
2021-01-22 13:01:51.769948416-05:00,GME,11749
2021-01-22 13:28:30.192983808-05:00,GME,105066
2021-01-22 13:29:42.756335872-05:00,GME,8891
2021-01-22 13:40:08.850935296-05:00,GME,21923
2021-01-22 13:44:25.375495936-05:00,GME,6750
2021-01-22 13:47:29.802272256-05:00,GME,8090
2021-01-22 13:49:47.740770304-05:00,GME,17117
2021-01-22 13:58:33.775095808-05:00,GME,14145
2021-01-22 13:59:50.551355648-05:00,GME,12873
2021-01-22 14:20:24.288900864-05:00,GME,6286
2021-01-22 14:20:48.640649472-05:00,GME,15120
2021-01-22 14:29:47.664864512-05:00,GME,13446
2021-01-22 15:35:14.455323648-05:00,GME,13554
2021-01-22 16:10:51.775511552-05:00,GME,19242
2021-01-22 16:11:58.672423936-05:00,GME,19583
2021-01-22 16:42:22.523785472-05:00,GME,10653
2021-01-22 16:51:19.879802368-05:00,GME,21045
2021-01-22 17:33:33.832015104-05:00,GME,18174
2021-01-22 17:42:01.246529024-05:00,GME,16711
2021-01-22 18:27:46.334261248-05:00,GME,15275
2021-01-22 18:37:39.876940288-05:00,GME,14986
2021-01-22 18:39:19.364379392-05:00,GME,16082
2021-01-22 18:41:01.832968448-05:00,GME,8584
2021-01-22 19:06:10.048179712-05:00,GME,23786
2021-01-22 19:37:10.991444736-05:00,GME,14350
2021-01-22 19:37:38.129876480-05:00,GME,16883
2021-01-22 19:48:07.646214656-05:00,GME,19113
2021-01-22 19:50:15.158503168-05:00,GME,23532
2021-01-22 19:50:37.762204416-05:00,GME,14472
2021-01-22 21:21:49.402908928-05:00,GME,22178
2021-01-22 21:33:38.392614912-05:00,GME,19082
2021-01-22 21:37:26.186259968-05:00,GME,13034
2021-01-22 22:00:40.359632896-05:00,GME,13635
2021-01-22 22:08:20.233300480-05:00,GME,16037
2021-01-22 22:14:28.163941888-05:00,GME,5521
2021-01-22 22:35:30.871978496-05:00,GME,9099
2021-01-22 22:47:56.790803712-05:00,GME,12697
2021-01-22 22:58:11.312363520-05:00,GME,19695
2021-01-22 23:23:15.715819776-05:00,GME,14754
2021-01-22 23:26:20.048511232-05:00,GME,24549
2021-01-22 23:42:37.920664832-05:00,GME,22976
2021-01-22 23:47:02.869425408-05:00,GME,9258
2021-01-23 00:03:36.676961280-05:00,GME,15680
2021-01-23 00:06:41.093299200-05:00,GME,13643
2021-01-23 00:11:25.492426496-05:00,GME,11497
2021-01-23 01:02:56.164522240-05:00,GME,10223
2021-01-23 01:19:08.519442688-05:00,GME,13211
2021-01-23 02:00:59.146723072-05:00,GME,15852
2021-01-23 02:07:08.692725248-05:00,GME,8495
2021-01-23 02:20:09.578048-05:00,GME,18364
2021-01-23 02:37:49.792319232-05:00,GME,14066
2021-01-23 03:06:08.862367744-05:00,GME,20344
2021-01-23 03:23:34.285860608-05:00,GME,19643
2021-01-23 03:39:38.295493632-05:00,GME,17322
2021-01-23 04:20:13.730096128-05:00,GME,19259
2021-01-23 04:31:25.443888128-05:00,GME,11806
2021-01-23 04:43:05.069132800-05:00,GME,8453
2021-01-23 05:27:06.024687872-05:00,GME,15490
2021-01-23 05:27:44.840662016-05:00,GME,24021
2021-01-23 05:29:54.350716416-05:00,GME,18170
2021-01-23 05:39:26.867646720-05:00,GME,14646
2021-01-23 06:09:22.522253312-05:00,GME,18628
2021-01-23 06:10:24.118947328-05:00,GME,14492
2021-01-23 06:37:16.472221440-05:00,GME,22336
2021-01-23 06:41:02.717864960-05:00,GME,18713
2021-01-23 06:41:22.607159552-05:00,GME,18976
2021-01-23 06:52:44.071826176-05:00,GME,16423
2021-01-23 07:08:03.404874240-05:00,GME,13674
2021-01-23 07:10:39.571774976-05:00,GME,18364
2021-01-23 07:23:16.769529088-05:00,GME,15184
2021-01-23 07:39:17.799758336-05:00,GME,10665
2021-01-23 07:55:38.542138880-05:00,GME,10212
2021-01-23 08:35:36.875263744-05:00,GME,14560
2021-01-23 08:42:50.205195520-05:00,GME,18704
2021-01-23 09:07:11.797682944-05:00,GME,13443
2021-01-23 09:20:33.949345280-05:00,GME,18924
2021-01-23 10:04:22.386641664-05:00,GME,105906
2021-01-23 10:06:11.168241664-05:00,GME,9532
2021-01-23 10:29:16.780382208-05:00,GME,4726
2021-01-23 10:51:11.432075008-05:00,GME,18483
2021-01-23 11:15:13.966125056-05:00,GME,16132
2021-01-23 11:23:55.977931008-05:00,GME,10444
2021-01-23 12:11:17.144649728-05:00,GME,13048
2021-01-23 12:14:36.740552960-05:00,GME,17182
2021-01-23 12:50:27.105547776-05:00,GME,20917
2021-01-23 13:09:15.923559424-05:00,GME,18144
2021-01-23 13:22:54.399953152-05:00,GME,14190
2021-01-23 13:37:49.045888512-05:00,GME,16480
2021-01-23 14:07:47.192488448-05:00,GME,21977
2021-01-23 14:22:21.821191168-05:00,GME,17894
2021-01-23 15:05:34.729076480-05:00,GME,15242
2021-01-23 17:33:27.528025856-05:00,GME,13421
2021-01-23 17:37:51.759609856-05:00,GME,19046
2021-01-23 18:43:52.647049728-05:00,GME,20332
2021-01-23 19:18:26.264918016-05:00,GME,20488
2021-01-23 19:25:25.403140352-05:00,GME,10001
2021-01-23 19:41:46.226756608-05:00,GME,9039
2021-01-23 19:46:40.082066432-05:00,GME,15199
2021-01-23 20:09:26.596469248-05:00,GME,11041
2021-01-23 20:36:24.629054464-05:00,GME,16951
2021-01-23 21:33:11.404226816-05:00,GME,13932
2021-01-23 22:20:10.793250048-05:00,GME,2191
2021-01-23 22:57:35.021228288-05:00,GME,14991
2021-01-23 23:03:33.058588160-05:00,GME,21741
2021-01-23 23:06:02.360263168-05:00,GME,20762
2021-01-23 23:17:32.711640064-05:00,GME,12864
2021-01-23 23:29:11.620174848-05:00,GME,18716
2021-01-24 01:06:42.587690752-05:00,GME,22016
2021-01-24 01:21:53.117740032-05:00,GME,16182
2021-01-24 01:42:19.548670976-05:00,GME,13605
2021-01-24 01:47:11.908503296-05:00,GME,8608
2021-01-24 01:51:57.214256640-05:00,GME,9529
2021-01-24 01:59:11.909784576-05:00,GME,23805
2021-01-24 02:00:08.476371456-05:00,GME,15415
2021-01-24 02:40:10.169955584-05:00,GME,26296
2021-01-24 03:25:11.174134528-05:00,GME,18683
2021-01-24 03:25:43.078403584-05:00,GME,10750
2021-01-24 03:28:12.174398720-05:00,GME,12020
2021-01-24 03:29:49.719555840-05:00,GME,33887
2021-01-24 03:43:42.399023616-05:00,GME,13068
2021-01-24 03:46:45.421360128-05:00,GME,15174
2021-01-24 03:59:00.786209280-05:00,GME,17895
2021-01-24 04:45:42.566721280-05:00,GME,18372
2021-01-24 04:50:07.599352576-05:00,GME,17602
2021-01-24 04:54:08.990253824-05:00,GME,5920
2021-01-24 04:57:45.655115264-05:00,GME,22802
2021-01-24 05:40:34.153142784-05:00,GME,16243
2021-01-24 05:48:03.995176448-05:00,GME,1000
2021-01-24 05:51:23.433509120-05:00,GME,10255
2021-01-24 05:56:49.736919040-05:00,GME,15808
2021-01-24 05:59:55.830674176-05:00,GME,11816
2021-01-24 06:08:23.650398464-05:00,GME,17597
2021-01-24 06:09:46.957874688-05:00,GME,19004
2021-01-24 06:46:54.574775552-05:00,GME,15640
2021-01-24 06:49:11.465677568-05:00,GME,6724
2021-01-24 06:51:21.213824-05:00,GME,21243
2021-01-24 07:14:19.939745792-05:00,GME,18338
2021-01-24 07:23:46.035704832-05:00,GME,8506
2021-01-24 07:32:02.675382272-05:00,GME,14198
2021-01-24 08:23:47.119566592-05:00,GME,16703
2021-01-24 08:35:06.767958784-05:00,GME,18584
2021-01-24 08:39:58.725122816-05:00,GME,15044
2021-01-24 08:43:36.747778560-05:00,GME,17230
2021-01-24 08:53:18.073784832-05:00,GME,12774
2021-01-24 09:28:22.301766656-05:00,GME,23588
2021-01-24 10:16:20.882328832-05:00,GME,14369
2021-01-24 10:32:06.099290112-05:00,GME,13003
2021-01-24 10:36:00.418585344-05:00,GME,14394
2021-01-24 10:51:50.636005120-05:00,GME,14502
2021-01-24 11:08:44.871852544-05:00,GME,19320
2021-01-24 11:20:52.411010816-05:00,GME,19819
2021-01-24 11:52:49.596453376-05:00,GME,13176
2021-01-24 11:57:43.432684544-05:00,GME,17821
2021-01-24 12:06:14.961119488-05:00,GME,17035
2021-01-24 12:10:55.702505472-05:00,GME,9081
2021-01-24 12:21:10.137552384-05:00,GME,22451
2021-01-24 12:28:06.018998272-05:00,GME,14754
2021-01-24 12:31:17.472286208-05:00,GME,10629
2021-01-24 12:39:50.979593216-05:00,GME,16572
2021-01-24 12:44:12.049742592-05:00,GME,17273
2021-01-24 13:02:22.952249856-05:00,GME,4032
2021-01-24 13:04:31.230061824-05:00,GME,15932
2021-01-24 13:18:25.107581696-05:00,GME,16487
2021-01-24 13:26:04.971324416-05:00,GME,7143
2021-01-24 13:49:28.882897152-05:00,GME,9350
2021-01-24 14:33:46.485306624-05:00,GME,21061
2021-01-24 14:38:16.102902528-05:00,GME,21949
2021-01-24 15:23:57.120511744-05:00,GME,15708
2021-01-24 15:36:03.087729920-05:00,GME,10013
2021-01-24 15:41:40.873238528-05:00,GME,15915
2021-01-24 15:45:48.895284480-05:00,GME,15606
2021-01-24 15:48:00.223584768-05:00,GME,16276
2021-01-24 16:21:59.118220800-05:00,GME,13134
2021-01-24 17:23:37.229466880-05:00,GME,17233
2021-01-24 17:32:00.451239424-05:00,GME,15338
2021-01-24 18:12:59.233690624-05:00,GME,7869
2021-01-24 18:21:37.851434496-05:00,GME,19577
2021-01-24 18:21:46.957271296-05:00,GME,19940
2021-01-24 18:50:48.192986624-05:00,GME,15747
2021-01-24 18:55:53.711699712-05:00,GME,10760
2021-01-24 19:24:15.843846656-05:00,GME,14892
2021-01-24 19:47:42.842351360-05:00,GME,22140
2021-01-24 19:49:10.555255552-05:00,GME,17958
2021-01-24 19:53:27.053787136-05:00,GME,19163
2021-01-24 19:59:27.940011264-05:00,GME,14440
2021-01-24 20:01:58.089730560-05:00,GME,20151
2021-01-24 20:09:23.897736704-05:00,GME,11464
2021-01-24 20:16:03.587692800-05:00,GME,19936
2021-01-24 21:04:45.636601344-05:00,GME,21162
2021-01-24 21:10:25.395684864-05:00,GME,24883
2021-01-24 21:18:06.105560832-05:00,GME,6224
2021-01-24 21:54:05.889762304-05:00,GME,15462
2021-01-24 21:56:10.479596544-05:00,GME,17734
2021-01-24 23:37:40.724604928-05:00,GME,17314
2021-01-24 23:57:58.763197952-05:00,GME,10284
2021-01-25 00:05:53.879063040-05:00,GME,4148
2021-01-25 00:24:20.503098880-05:00,GME,8535
2021-01-25 00:36:02.472592640-05:00,GME,19224
2021-01-25 00:45:37.997409792-05:00,GME,16517
2021-01-25 00:49:38.365918976-05:00,GME,15349
2021-01-25 00:50:09.746859776-05:00,GME,16864
2021-01-25 01:04:41.181874432-05:00,GME,15275
2021-01-25 01:07:53.454054656-05:00,GME,20106
2021-01-25 01:45:18.910413568-05:00,GME,11586
2021-01-25 02:04:53.094262784-05:00,GME,19728
2021-01-25 02:45:04.821219328-05:00,GME,8804
2021-01-25 02:53:05.201127680-05:00,GME,18330
2021-01-25 02:59:10.304393216-05:00,GME,13619
2021-01-25 03:04:10.659016192-05:00,GME,18249
2021-01-25 03:05:29.438551552-05:00,GME,14812
2021-01-25 03:15:42.923362816-05:00,GME,17326
2021-01-25 03:48:18.088211712-05:00,GME,27725
2021-01-25 04:13:07.642977536-05:00,GME,9596
2021-01-25 04:19:49.197290496-05:00,GME,23526
2021-01-25 04:27:22.337765120-05:00,GME,4828
2021-01-25 04:33:30.310062336-05:00,GME,18298
2021-01-25 06:26:57.801862656-05:00,GME,5273
2021-01-25 06:37:18.538597120-05:00,GME,16422
2021-01-25 06:37:44.528295424-05:00,GME,14283
2021-01-25 06:52:16.790518016-05:00,GME,15274
2021-01-25 06:53:33.037338880-05:00,GME,23795
2021-01-25 06:57:22.329796608-05:00,GME,17811
2021-01-25 07:03:55.493498880-05:00,GME,9316
2021-01-25 07:39:31.547648512-05:00,GME,16755
2021-01-25 07:52:33.498828032-05:00,GME,144696
2021-01-25 08:24:32.137941760-05:00,GME,7799
2021-01-25 09:18:59.480648192-05:00,GME,15110
2021-01-25 09:38:11.391613440-05:00,GME,19602
2021-01-25 09:42:21.574517504-05:00,GME,7401
2021-01-25 10:08:11.559109888-05:00,GME,21852
2021-01-25 10:20:09.878491648-05:00,GME,14525
2021-01-25 10:24:40.913664512-05:00,GME,18982
2021-01-25 10:37:35.466853632-05:00,GME,23430
2021-01-25 10:55:54.878257152-05:00,GME,14816
2021-01-25 11:14:05.134482176-05:00,GME,14124
2021-01-25 11:30:58.575054848-05:00,GME,17004
2021-01-25 12:10:02.268509184-05:00,GME,15864
2021-01-25 12:32:02.743086080-05:00,GME,21735
2021-01-25 12:32:22.495664128-05:00,GME,7702
2021-01-25 12:33:56.180979456-05:00,GME,8335
2021-01-25 12:35:43.255625728-05:00,GME,11523
2021-01-25 12:39:45.266012160-05:00,GME,13659
2021-01-25 13:06:32.903762688-05:00,GME,7541
2021-01-25 13:26:12.916150016-05:00,GME,13694
2021-01-25 13:40:24.873186560-05:00,GME,15835
2021-01-25 13:47:28.942895872-05:00,GME,18459
2021-01-25 13:50:46.622207744-05:00,GME,16931
2021-01-25 14:43:17.851392768-05:00,GME,17393
2021-01-25 14:59:06.944191744-05:00,GME,13740
2021-01-25 15:05:13.202647552-05:00,GME,14386
2021-01-25 15:06:42.651288064-05:00,GME,11860
2021-01-25 15:25:38.466574336-05:00,GME,17725
2021-01-25 15:31:17.433698304-05:00,GME,17370
2021-01-25 15:36:22.190205440-05:00,GME,10062
2021-01-25 15:56:49.897345792-05:00,GME,8321
2021-01-25 16:09:48.739828992-05:00,GME,19204
2021-01-25 16:25:28.867825408-05:00,GME,9179
2021-01-25 16:30:54.729902848-05:00,GME,19693
2021-01-25 16:35:51.792671744-05:00,GME,6649
2021-01-25 17:11:38.343148032-05:00,GME,11401
2021-01-25 17:16:32.554128384-05:00,GME,17837
2021-01-25 17:35:38.076267264-05:00,GME,21428
2021-01-25 17:36:36.361926400-05:00,GME,23146
2021-01-25 17:43:46.018697984-05:00,GME,22016
2021-01-25 17:58:43.614757376-05:00,GME,14915
2021-01-25 18:00:31.632669696-05:00,GME,10369
2021-01-25 18:41:41.190031872-05:00,GME,12279
2021-01-25 18:47:57.876468736-05:00,GME,14970
2021-01-25 19:13:48.123691008-05:00,GME,17480
2021-01-25 19:15:55.219440384-05:00,GME,17988
2021-01-25 20:10:33.546652160-05:00,GME,13318
2021-01-25 20:10:38.506335744-05:00,GME,14490
2021-01-25 21:32:36.213479424-05:00,GME,11449
2021-01-25 21:37:36.481386752-05:00,GME,17551
2021-01-25 21:48:05.972459776-05:00,GME,16256
2021-01-25 22:07:17.838509056-05:00,GME,17259
2021-01-25 22:10:34.558058496-05:00,GME,21982
2021-01-25 22:30:29.976890368-05:00,GME,12339
2021-01-25 22:44:46.269430016-05:00,GME,13587
2021-01-25 23:21:22.589116160-05:00,GME,17433
2021-01-25 23:51:10.393675008-05:00,GME,22531
2021-01-25 23:51:28.970750464-05:00,GME,15113
2021-01-26 00:06:26.458536704-05:00,GME,26904
2021-01-26 00:35:58.738507264-05:00,GME,14902
2021-01-26 00:44:49.822346240-05:00,GME,14776
2021-01-26 00:50:04.547092992-05:00,GME,15631
2021-01-26 00:57:03.663932416-05:00,GME,16408
2021-01-26 00:58:52.425592064-05:00,GME,11740
2021-01-26 01:10:36.691068672-05:00,GME,16252
2021-01-26 01:12:42.108923392-05:00,GME,20300
