timestamp,stock_symbol,trade_volume,order_book_depth,anonymized_trader_id
2021-01-21 22:34:01.365761024-05:00,GME,278712,2787,cluster-7a2b
2021-01-21 22:56:05.869883392-05:00,GME,225823,2258,user-h3i8
2021-01-21 22:56:50.919668480-05:00,GME,284127,2841,cluster-3b8a
2021-01-21 23:16:33.175289856-05:00,GME,374301,3743,cluster-3b8a
2021-01-21 23:41:40.017509632-05:00,GME,224633,2246,user-l6n7
2021-01-21 23:42:53.481165824-05:00,GME,215601,2156,cluster-1c5d
2021-01-21 23:43:17.751477760-05:00,GME,386227,3862,cluster-9f4e
2021-01-22 00:00:02.714588928-05:00,GME,329698,3296,cluster-1c5d
2021-01-22 00:03:03.451321856-05:00,GME,288929,2889,cluster-9f4e
2021-01-22 00:06:55.329667840-05:00,GME,388746,3887,cluster-7a2b
2021-01-22 00:13:44.499900928-05:00,GME,228075,2280,cluster-3b8a
2021-01-22 00:32:04.336481536-05:00,GME,239937,2399,user-h3i8
2021-01-22 01:04:36.359668992-05:00,GME,247392,2473,user-p8s6
2021-01-22 01:21:30.766091008-05:00,GME,304060,3040,user-p8s6
2021-01-22 01:34:36.346603264-05:00,GME,312273,3122,user-2c4e
2021-01-22 02:04:16.428621824-05:00,GME,220722,2207,cluster-3b8a
2021-01-22 02:30:53.421208064-05:00,GME,125590,1255,cluster-7a2b
2021-01-22 02:49:30.101373440-05:00,GME,364708,3647,user-m7o5
2021-01-22 03:06:21.432009472-05:00,GME,300569,3005,cluster-3b8a
2021-01-22 03:17:42.279696128-05:00,GME,239876,2398,user-2c4e
2021-01-22 03:27:28.715508992-05:00,GME,365998,3659,user-h3i8
2021-01-22 03:30:35.301373696-05:00,GME,399138,3991,user-h3i8
2021-01-22 03:39:04.468864-05:00,GME,255767,2557,cluster-1c5d
2021-01-22 03:39:49.247484416-05:00,GME,213313,2133,user-p8s6
2021-01-22 03:42:40.957787904-05:00,GME,339934,3399,cluster-7a2b
2021-01-22 03:53:55.358084608-05:00,GME,344467,3444,user-2c4e
2021-01-22 04:09:16.293774336-05:00,GME,73333,733,user-e1g3
2021-01-22 04:38:14.979535616-05:00,GME,399088,3990,cluster-1c5d
2021-01-22 04:46:42.975750144-05:00,GME,207239,2072,user-h3i8
2021-01-22 04:59:36.994547200-05:00,GME,206382,2063,cluster-7a2b
2021-01-22 05:37:15.963767296-05:00,GME,292859,2928,cluster-7a2b
2021-01-22 05:58:17.396122880-05:00,GME,202463,2024,user-e1g3
2021-01-22 06:15:15.812085248-05:00,GME,314130,3141,cluster-7a2b
2021-01-22 06:21:10.426845952-05:00,GME,264010,2640,user-h3i8
2021-01-22 06:21:39.929379584-05:00,GME,248844,2488,user-p8s6
2021-01-22 06:34:32.578737920-05:00,GME,264942,2649,user-2c4e
2021-01-22 06:42:35.458880512-05:00,GME,249172,2491,cluster-7a2b
2021-01-22 06:47:54.739333888-05:00,GME,254974,2549,user-j1k9
2021-01-22 06:49:29.700556288-05:00,GME,165168,1651,user-e1g3
2021-01-22 06:56:05.600068352-05:00,GME,321649,3216,cluster-9f4e
2021-01-22 07:00:38.225714176-05:00,GME,313881,3138,user-e1g3
2021-01-22 07:07:57.864990976-05:00,GME,199774,1997,cluster-3b8a
2021-01-22 07:13:53.106826752-05:00,GME,50000,500,user-m7o5
2021-01-22 07:19:40.810802432-05:00,GME,210833,2108,cluster-9f4e
2021-01-22 07:41:54.967532544-05:00,GME,263831,2638,cluster-3b8a
2021-01-22 07:47:31.354014976-05:00,GME,300442,3004,user-d9f2
2021-01-22 07:50:04.702776576-05:00,GME,67198,671,user-m7o5
2021-01-22 07:51:17.400096512-05:00,GME,257083,2570,cluster-3b8a
2021-01-22 08:01:38.802786048-05:00,GME,214508,2145,cluster-1c5d
2021-01-22 08:18:34.717254400-05:00,GME,332062,3320,cluster-1c5d
2021-01-22 08:37:29.134776064-05:00,GME,476604,4766,user-m7o5
2021-01-22 08:59:24.740392960-05:00,GME,187128,1871,cluster-1c5d
2021-01-22 09:03:29.114167296-05:00,GME,292531,2925,user-2c4e
2021-01-22 09:10:29.490957056-05:00,GME,306075,3060,cluster-3b8a
2021-01-22 09:33:43.732301312-05:00,GME,258739,2587,user-m7o5
2021-01-22 09:39:22.991817472-05:00,GME,271434,2714,cluster-9f4e
2021-01-22 10:02:59.359649536-05:00,GME,502485,5024,user-p8s6
2021-01-22 10:03:28.956312832-05:00,GME,227151,2271,user-d9f2
2021-01-22 10:21:11.479174656-05:00,GME,202080,2020,user-l6n7
2021-01-22 10:29:17.191045888-05:00,GME,285082,2850,cluster-9f4e
2021-01-22 10:54:56.656052480-05:00,GME,305887,3058,user-2c4e
2021-01-22 11:10:59.138720-05:00,GME,153380,1533,cluster-3b8a
2021-01-22 11:14:24.363038464-05:00,GME,325804,3258,user-p8s6
2021-01-22 11:16:02.401591808-05:00,GME,219341,2193,cluster-9f4e
2021-01-22 11:44:18.167835904-05:00,GME,513528,5135,user-p8s6
2021-01-22 11:54:58.390806272-05:00,GME,334209,3342,cluster-9f4e
2021-01-22 12:03:52.966460416-05:00,GME,278329,2783,user-h3i8
2021-01-22 13:00:18.399303168-05:00,GME,263783,2637,cluster-1c5d
2021-01-22 13:16:54.514722304-05:00,GME,387348,3873,cluster-3b8a
2021-01-22 13:25:41.404500992-05:00,GME,288359,2883,cluster-9f4e
2021-01-22 13:26:19.935673856-05:00,GME,285722,2857,cluster-1c5d
2021-01-22 13:39:34.219351552-05:00,GME,265729,2657,cluster-3b8a
2021-01-22 13:47:36.986332672-05:00,GME,265153,2651,user-m7o5
2021-01-22 13:47:56.260067584-05:00,GME,307557,3075,user-p8s6
2021-01-22 13:48:15.165313792-05:00,GME,280562,2805,cluster-9f4e
2021-01-22 13:58:48.697829888-05:00,GME,359917,3599,user-h3i8
2021-01-22 14:13:01.555699200-05:00,GME,263431,2634,cluster-7a2b
2021-01-22 14:33:39.917585408-05:00,GME,346209,3462,user-h3i8
2021-01-22 15:25:29.648600320-05:00,GME,130188,1301,cluster-9f4e
2021-01-22 15:45:23.871264768-05:00,GME,427815,4278,cluster-9f4e
2021-01-22 15:59:18.538267904-05:00,GME,194938,1949,user-p8s6
2021-01-22 15:59:22.338605312-05:00,GME,265690,2656,user-p8s6
2021-01-22 16:35:55.029531392-05:00,GME,314606,3146,user-e1g3
2021-01-22 16:49:21.204848384-05:00,GME,210920,2109,cluster-1c5d
2021-01-22 17:17:50.400129536-05:00,GME,434665,4346,user-p8s6
2021-01-22 17:23:29.247626752-05:00,GME,302852,3028,user-e1g3
2021-01-22 17:41:36.033756672-05:00,GME,281207,2812,cluster-9f4e
2021-01-22 17:43:50.739667712-05:00,GME,197524,1975,user-p8s6
2021-01-22 18:11:45.692739584-05:00,GME,272784,2727,cluster-3b8a
2021-01-22 18:18:53.251781120-05:00,GME,592629,5926,user-h3i8
2021-01-22 18:48:10.333254656-05:00,GME,304543,3045,user-d9f2
2021-01-22 19:03:47.247246592-05:00,GME,354796,3547,cluster-3b8a
2021-01-22 19:21:32.084130048-05:00,GME,344053,3440,user-2c4e
2021-01-22 19:51:34.206113536-05:00,GME,469013,4690,user-l6n7
2021-01-22 20:04:16.968193792-05:00,GME,226331,2263,cluster-9f4e
2021-01-22 20:10:31.463703040-05:00,GME,266913,2669,cluster-9f4e
2021-01-22 20:15:55.750743552-05:00,GME,322137,3221,cluster-3b8a
2021-01-22 20:24:41.994685440-05:00,GME,140458,1404,user-j1k9
2021-01-22 20:30:42.134094336-05:00,GME,316701,3167,cluster-9f4e
2021-01-22 20:34:28.768971264-05:00,GME,368815,3688,user-h3i8
2021-01-22 21:02:23.865228032-05:00,GME,240724,2407,cluster-7a2b
2021-01-22 21:20:14.075121152-05:00,GME,384024,3840,user-2c4e
2021-01-22 21:23:22.721887232-05:00,GME,392112,3921,cluster-1c5d
2021-01-22 21:26:52.625085696-05:00,GME,266970,2669,user-j1k9
2021-01-22 21:51:37.553046272-05:00,GME,237533,2375,user-d9f2
2021-01-22 21:55:37.643571456-05:00,GME,236874,2368,user-2c4e
2021-01-22 22:11:02.686004736-05:00,GME,386571,3865,user-m7o5
2021-01-22 22:11:45.362247168-05:00,GME,77618,776,cluster-3b8a
2021-01-22 22:14:45.171760640-05:00,GME,304687,3046,user-d9f2
2021-01-22 22:16:26.312982784-05:00,GME,166203,1662,user-e1g3
2021-01-22 22:17:41.472326912-05:00,GME,318608,3186,user-p8s6
2021-01-22 22:21:09.178507008-05:00,GME,215553,2155,user-d9f2
2021-01-22 22:32:33.823152640-05:00,GME,346672,3466,user-j1k9
2021-01-22 22:54:28.086631936-05:00,GME,227179,2271,user-j1k9
2021-01-22 23:28:31.799781888-05:00,GME,302653,3026,cluster-3b8a
2021-01-22 23:29:55.237192192-05:00,GME,331138,3311,cluster-9f4e
2021-01-22 23:39:28.314995968-05:00,GME,294247,2942,cluster-1c5d
2021-01-22 23:55:18.423289856-05:00,GME,349862,3498,user-e1g3
2021-01-23 00:11:19.138793472-05:00,GME,292430,2924,cluster-9f4e
2021-01-23 00:19:42.110101504-05:00,GME,267109,2671,user-m7o5
2021-01-23 00:33:29.684185088-05:00,GME,313566,3135,cluster-9f4e
2021-01-23 00:45:37.790990336-05:00,GME,300529,3005,cluster-9f4e
2021-01-23 00:58:57.063257856-05:00,GME,289144,2891,cluster-9f4e
2021-01-23 01:13:15.077932288-05:00,GME,375791,3757,cluster-3b8a
2021-01-23 01:37:08.732660992-05:00,GME,223648,2236,cluster-9f4e
2021-01-23 01:37:37.570992896-05:00,GME,316750,3167,user-p8s6
2021-01-23 01:37:55.294026752-05:00,GME,189249,1892,user-l6n7
2021-01-23 02:13:25.359390976-05:00,GME,313248,3132,user-d9f2
2021-01-23 02:19:49.813199616-05:00,GME,244848,2448,user-e1g3
2021-01-23 02:40:09.658766336-05:00,GME,295140,2951,user-l6n7
2021-01-23 03:15:02.996711680-05:00,GME,320978,3209,cluster-3b8a
2021-01-23 04:39:48.419734272-05:00,GME,338373,3383,user-m7o5
2021-01-23 04:41:03.002686464-05:00,GME,266537,2665,cluster-3b8a
2021-01-23 04:45:30.371366144-05:00,GME,363176,3631,user-j1k9
2021-01-23 04:49:49.559791616-05:00,GME,461085,4610,user-p8s6
2021-01-23 05:07:56.330050816-05:00,GME,331716,3317,user-h3i8
2021-01-23 05:08:53.859454720-05:00,GME,240750,2407,user-d9f2
2021-01-23 05:15:13.499994624-05:00,GME,202337,2023,cluster-7a2b
2021-01-23 05:38:30.792084224-05:00,GME,286951,2869,cluster-1c5d
2021-01-23 06:03:18.475736832-05:00,GME,364284,3642,cluster-3b8a
2021-01-23 06:27:07.243498496-05:00,GME,317548,3175,cluster-1c5d
2021-01-23 06:49:42.179316480-05:00,GME,410564,4105,user-p8s6
2021-01-23 06:59:54.865213952-05:00,GME,291324,2913,cluster-9f4e
2021-01-23 07:14:07.559453184-05:00,GME,338690,3386,user-m7o5
2021-01-23 07:47:09.894842368-05:00,GME,353926,3539,cluster-9f4e
2021-01-23 08:15:50.605751808-05:00,GME,368097,3680,user-h3i8
2021-01-23 08:33:56.091211520-05:00,GME,136959,1369,cluster-1c5d
2021-01-23 08:35:23.633065472-05:00,GME,201058,2010,cluster-7a2b
2021-01-23 08:59:04.544842752-05:00,GME,193440,1934,cluster-9f4e
2021-01-23 09:19:43.427619328-05:00,GME,347806,3478,cluster-7a2b
2021-01-23 09:23:01.837435648-05:00,GME,311632,3116,cluster-9f4e
2021-01-23 09:26:11.906371072-05:00,GME,397062,3970,cluster-7a2b
2021-01-23 09:28:08.116598528-05:00,GME,296254,2962,user-2c4e
2021-01-23 09:30:07.641708288-05:00,GME,453420,4534,cluster-9f4e
2021-01-23 09:32:21.932911104-05:00,GME,201681,2016,cluster-3b8a
2021-01-23 09:35:47.522547200-05:00,GME,235966,2359,cluster-3b8a
2021-01-23 09:36:14.173513216-05:00,GME,306186,3061,user-h3i8
2021-01-23 09:57:30.094550272-05:00,GME,173593,1735,user-e1g3
2021-01-23 10:06:19.460275456-05:00,GME,299233,2992,cluster-9f4e
2021-01-23 10:06:46.086006528-05:00,GME,320498,3204,cluster-9f4e
2021-01-23 10:40:41.926833664-05:00,GME,304161,3041,cluster-3b8a
2021-01-23 10:53:02.424153600-05:00,GME,344614,3446,user-m7o5
2021-01-23 11:01:04.269390848-05:00,GME,221331,2213,cluster-9f4e
2021-01-23 11:10:04.200641792-05:00,GME,329921,3299,user-p8s6
2021-01-23 11:57:33.007891968-05:00,GME,360162,3601,user-h3i8
2021-01-23 12:27:44.018789632-05:00,GME,441467,4414,user-h3i8
2021-01-23 12:34:32.043930624-05:00,GME,434024,4340,user-l6n7
2021-01-23 12:51:14.077217536-05:00,GME,419560,4195,cluster-9f4e
2021-01-23 12:51:46.788012032-05:00,GME,382612,3826,user-d9f2
2021-01-23 13:16:13.743224064-05:00,GME,232992,2329,cluster-7a2b
2021-01-23 13:21:39.844639744-05:00,GME,126215,1262,cluster-9f4e
2021-01-23 13:22:26.472285952-05:00,GME,344721,3447,user-j1k9
2021-01-23 13:41:25.797698560-05:00,GME,278555,2785,cluster-9f4e
2021-01-23 14:11:21.855511808-05:00,GME,163725,1637,cluster-9f4e
2021-01-23 14:26:35.969778432-05:00,GME,256828,2568,cluster-1c5d
2021-01-23 14:28:29.849756160-05:00,GME,369930,3699,user-h3i8
2021-01-23 14:35:16.375949824-05:00,GME,369355,3693,cluster-3b8a
2021-01-23 14:46:22.740513024-05:00,GME,349139,3491,cluster-7a2b
2021-01-23 15:02:00.827061504-05:00,GME,342821,3428,cluster-9f4e
2021-01-23 15:19:42.672549376-05:00,GME,341152,3411,user-l6n7
2021-01-23 15:28:51.799493632-05:00,GME,206875,2068,user-d9f2
2021-01-23 15:53:35.514232320-05:00,GME,202377,2023,cluster-3b8a
2021-01-23 16:11:19.556131072-05:00,GME,441042,4410,cluster-7a2b
2021-01-23 16:33:16.724134912-05:00,GME,348366,3483,user-2c4e
2021-01-23 16:54:11.385176320-05:00,GME,244904,2449,user-j1k9
2021-01-23 16:55:46.986684672-05:00,GME,198097,1980,user-l6n7
2021-01-23 17:04:01.193432320-05:00,GME,989980,9899,user-j1k9
2021-01-23 17:12:30.291068928-05:00,GME,210603,2106,cluster-7a2b
2021-01-23 17:24:03.100803840-05:00,GME,337259,3372,user-2c4e
2021-01-23 17:25:20.543867648-05:00,GME,237886,2378,user-e1g3
2021-01-23 17:25:23.313281280-05:00,GME,334007,3340,user-2c4e
2021-01-23 17:29:03.694486784-05:00,GME,320443,3204,cluster-3b8a
2021-01-23 17:51:32.598274816-05:00,GME,346922,3469,user-p8s6
2021-01-23 18:05:58.835256832-05:00,GME,247992,2479,user-2c4e
2021-01-23 18:06:45.521695744-05:00,GME,287107,2871,user-m7o5
2021-01-23 18:09:43.884655616-05:00,GME,319622,3196,user-l6n7
2021-01-23 18:14:24.401304832-05:00,GME,129295,1292,user-p8s6
2021-01-23 18:32:42.464741888-05:00,GME,233074,2330,cluster-1c5d
2021-01-23 19:04:11.983152640-05:00,GME,308321,3083,cluster-7a2b
2021-01-23 19:31:33.749909248-05:00,GME,335462,3354,cluster-9f4e
2021-01-23 19:41:03.678900736-05:00,GME,356509,3565,user-p8s6
2021-01-23 20:23:33.714478592-05:00,GME,163679,1636,cluster-9f4e
2021-01-23 20:35:40.089507072-05:00,GME,268611,2686,cluster-9f4e
2021-01-23 20:36:44.735685376-05:00,GME,243287,2432,user-e1g3
2021-01-23 20:38:07.848521984-05:00,GME,228670,2286,user-e1g3
2021-01-23 20:41:03.043746048-05:00,GME,343179,3431,cluster-1c5d
2021-01-23 20:43:13.696726016-05:00,GME,363664,3636,user-l6n7
2021-01-23 20:58:33.606887680-05:00,GME,199034,1990,cluster-3b8a
2021-01-23 21:00:26.490244096-05:00,GME,327029,3270,user-h3i8
2021-01-23 21:04:10.872592896-05:00,GME,200390,2003,user-m7o5
2021-01-23 21:22:45.565475840-05:00,GME,223156,2231,user-2c4e
2021-01-23 21:28:03.317238016-05:00,GME,288650,2886,user-p8s6
2021-01-23 21:31:26.030924800-05:00,GME,379394,3793,cluster-1c5d
2021-01-23 21:38:00.152927488-05:00,GME,431741,4317,user-l6n7
2021-01-23 21:52:43.185104896-05:00,GME,395279,3952,cluster-3b8a
2021-01-23 22:17:48.960647168-05:00,GME,270810,2708,user-j1k9
2021-01-23 22:27:52.675112448-05:00,GME,401969,4019,cluster-3b8a
2021-01-23 22:28:40.566932992-05:00,GME,395773,3957,user-2c4e
2021-01-23 23:06:47.654139648-05:00,GME,314817,3148,user-m7o5
2021-01-24 00:00:50.680019968-05:00,GME,378205,3782,user-e1g3
2021-01-24 00:08:36.502234880-05:00,GME,353028,3530,cluster-7a2b
2021-01-24 00:18:47.281929728-05:00,GME,372197,3721,cluster-1c5d
2021-01-24 00:29:29.816444160-05:00,GME,256533,2565,cluster-1c5d
2021-01-24 00:42:49.034344704-05:00,GME,425283,4252,user-l6n7
2021-01-24 00:57:04.587724800-05:00,GME,315931,3159,user-j1k9
2021-01-24 01:15:11.724742400-05:00,GME,333514,3335,user-p8s6
2021-01-24 01:27:07.701982720-05:00,GME,405497,4054,cluster-3b8a
2021-01-24 01:28:38.802116608-05:00,GME,410911,4109,user-e1g3
2021-01-24 01:55:44.964575744-05:00,GME,474356,4743,cluster-1c5d
2021-01-24 02:09:31.717769216-05:00,GME,187324,1873,cluster-9f4e
