timestamp,stock_symbol,trade_volume,order_book_depth
2021-01-21 03:04:46.854485504-05:00,GME,389010,3890
2021-01-21 03:09:42.727513344-05:00,GME,204464,2044
2021-01-21 03:24:22.035096576-05:00,GME,302681,3026
2021-01-21 03:27:18.128141312-05:00,GME,340134,3401
2021-01-21 03:54:48.006754816-05:00,GME,120045,1200
2021-01-21 03:56:47.073706240-05:00,GME,420218,4202
2021-01-21 03:59:43.956115200-05:00,GME,271069,2710
2021-01-21 04:10:27.244807424-05:00,GME,319170,3191
2021-01-21 04:13:21.309819392-05:00,GME,174160,1741
2021-01-21 04:14:44.367761664-05:00,GME,251131,2511
2021-01-21 04:20:30.224010752-05:00,GME,352724,3527
2021-01-21 04:31:59.174652416-05:00,GME,371868,3718
2021-01-21 04:38:44.182680576-05:00,GME,444114,4441
2021-01-21 04:39:18.279189504-05:00,GME,337970,3379
2021-01-21 04:40:35.609605120-05:00,GME,385012,3850
2021-01-21 04:49:54.538205952-05:00,GME,170729,1707
2021-01-21 04:55:51.086585856-05:00,GME,360069,3600
2021-01-21 05:01:49.137421312-05:00,GME,303177,3031
2021-01-21 05:28:18.532040704-05:00,GME,516826,5168
2021-01-21 05:31:26.469332224-05:00,GME,438493,4384
2021-01-21 05:36:28.322478080-05:00,GME,508548,5085
2021-01-21 05:56:32.937824-05:00,GME,422426,4224
2021-01-21 05:57:04.181930496-05:00,GME,444608,4446
2021-01-21 06:09:32.278745856-05:00,GME,412554,4125
2021-01-21 06:12:36.654176256-05:00,GME,242674,2426
2021-01-21 06:14:59.319041280-05:00,GME,394260,3942
2021-01-21 06:25:11.684955392-05:00,GME,217615,2176
2021-01-21 06:41:56.964565248-05:00,GME,319430,3194
2021-01-21 06:52:36.977895936-05:00,GME,456233,4562
2021-01-21 06:52:42.514919936-05:00,GME,278370,2783
2021-01-21 07:01:45.083013888-05:00,GME,241499,2414
2021-01-21 07:16:53.273882368-05:00,GME,256385,2563
2021-01-21 07:27:26.768300032-05:00,GME,369724,3697
2021-01-21 07:40:46.469156608-05:00,GME,333576,3335
2021-01-21 07:43:40.347630848-05:00,GME,224083,2240
2021-01-21 07:49:01.920400128-05:00,GME,239691,2396
2021-01-21 08:03:46.225483776-05:00,GME,135971,1359
2021-01-21 08:08:22.813422336-05:00,GME,273640,2736
2021-01-21 08:08:49.563686400-05:00,GME,252287,2522
2021-01-21 08:10:16.247056896-05:00,GME,328835,3288
2021-01-21 08:16:32.389610496-05:00,GME,306384,3063
2021-01-21 08:21:06.543019776-05:00,GME,219324,2193
2021-01-21 08:34:00.145562624-05:00,GME,340358,3403
2021-01-21 08:42:26.488950272-05:00,GME,254795,2547
2021-01-21 09:14:49.294302720-05:00,GME,238634,2386
2021-01-21 09:33:53.304690688-05:00,GME,398456,3984
2021-01-21 09:34:11.598707712-05:00,GME,361137,3611
2021-01-21 09:34:56.643765248-05:00,GME,311766,3117
2021-01-21 09:35:45.424813824-05:00,GME,535443,5354
2021-01-21 09:36:23.342165248-05:00,GME,180065,1800
2021-01-21 09:46:34.491325184-05:00,GME,331421,3314
2021-01-21 09:46:44.401391360-05:00,GME,328818,3288
2021-01-21 09:48:21.456862976-05:00,GME,369825,3698
2021-01-21 09:49:32.786982656-05:00,GME,155436,1554
2021-01-21 09:51:22.489416704-05:00,GME,209985,2099
2021-01-21 09:52:41.944704768-05:00,GME,188856,1888
2021-01-21 09:53:56.274915072-05:00,GME,314559,3145
2021-01-21 09:59:58.123661312-05:00,GME,340343,3403
2021-01-21 10:07:15.665844992-05:00,GME,241226,2412
2021-01-21 10:16:38.294835456-05:00,GME,185687,1856
2021-01-21 10:18:32.039212544-05:00,GME,336535,3365
2021-01-21 10:19:39.432298240-05:00,GME,466222,4662
2021-01-21 10:24:10.079635712-05:00,GME,362652,3626
2021-01-21 10:25:12.584456192-05:00,GME,321504,3215
2021-01-21 10:27:40.938294528-05:00,GME,310116,3101
2021-01-21 10:41:59.547347712-05:00,GME,222672,2226
2021-01-21 10:43:44.811555840-05:00,GME,391682,3916
2021-01-21 10:47:17.148710912-05:00,GME,455615,4556
2021-01-21 11:13:56.906618880-05:00,GME,284780,2847
2021-01-21 11:14:10.765187584-05:00,GME,334875,3348
2021-01-21 11:17:44.161008384-05:00,GME,346347,3463
2021-01-21 11:26:54.606292736-05:00,GME,253683,2536
2021-01-21 11:28:16.399147264-05:00,GME,316406,3164
2021-01-21 11:31:03.252119296-05:00,GME,282390,2823
2021-01-21 11:33:38.889577984-05:00,GME,306128,3061
2021-01-21 11:46:06.492606720-05:00,GME,296458,2964
2021-01-21 12:11:46.207486976-05:00,GME,318020,3180
2021-01-21 12:14:02.055986944-05:00,GME,316036,3160
2021-01-21 12:14:33.458236416-05:00,GME,516242,5162
2021-01-21 12:23:35.909633024-05:00,GME,267118,2671
2021-01-21 12:35:57.676656896-05:00,GME,368558,3685
2021-01-21 12:42:03.109707776-05:00,GME,439566,4395
2021-01-21 12:48:20.011143168-05:00,GME,391471,3914
2021-01-21 13:20:20.506798336-05:00,GME,286868,2868
2021-01-21 13:23:34.779118336-05:00,GME,420156,4201
2021-01-21 13:31:58.731013120-05:00,GME,207430,2074
2021-01-21 13:32:18.309489152-05:00,GME,230920,2309
2021-01-21 13:35:12.588598272-05:00,GME,348448,3484
2021-01-21 13:40:35.997583616-05:00,GME,308198,3081
2021-01-21 13:45:51.244796160-05:00,GME,331054,3310
2021-01-21 13:48:15.690283264-05:00,GME,273775,2737
2021-01-21 13:51:47.604008448-05:00,GME,338360,3383
2021-01-21 14:01:39.601616640-05:00,GME,252124,2521
2021-01-21 14:18:36.757534720-05:00,GME,211818,2118
2021-01-21 14:33:48.795411200-05:00,GME,331296,3312
2021-01-21 14:38:07.890126336-05:00,GME,348303,3483
2021-01-21 14:46:52.027575808-05:00,GME,355496,3554
2021-01-21 15:22:41.266208512-05:00,GME,194360,1943
2021-01-21 15:24:19.345752576-05:00,GME,414492,4144
2021-01-21 15:25:18.467475712-05:00,GME,392021,3920
2021-01-21 15:31:00.734418432-05:00,GME,64548,645
2021-01-21 15:43:35.217625344-05:00,GME,290006,2900
2021-01-21 16:03:30.229470720-05:00,GME,275549,2755
2021-01-21 16:18:04.781406720-05:00,GME,322238,3222
2021-01-21 16:18:24.010476544-05:00,GME,268674,2686
2021-01-21 16:32:12.361503232-05:00,GME,326669,3266
2021-01-21 16:41:33.407641600-05:00,GME,385230,3852
2021-01-21 16:42:12.021113856-05:00,GME,324453,3244
2021-01-21 16:46:13.985463552-05:00,GME,301751,3017
2021-01-21 16:48:46.742914816-05:00,GME,306709,3067
2021-01-21 16:54:41.862647040-05:00,GME,404848,4048
2021-01-21 16:56:34.008006400-05:00,GME,180971,1809
2021-01-21 17:15:59.132483840-05:00,GME,359345,3593
2021-01-21 17:16:32.807087360-05:00,GME,369113,3691
2021-01-21 17:20:50.073864192-05:00,GME,213928,2139
2021-01-21 17:21:59.107345664-05:00,GME,367966,3679
2021-01-21 17:26:58.877910784-05:00,GME,403419,4034
2021-01-21 17:28:59.131339520-05:00,GME,212110,2121
2021-01-21 17:36:10.668118272-05:00,GME,294617,2946
2021-01-21 17:36:40.197806592-05:00,GME,252808,2528
2021-01-21 17:42:02.346245888-05:00,GME,411121,4111
2021-01-21 17:42:30.201280256-05:00,GME,393693,3936
2021-01-21 17:47:04.561572352-05:00,GME,274307,2743
2021-01-21 17:47:37.967942656-05:00,GME,377764,3777
2021-01-21 17:48:19.011952640-05:00,GME,175443,1754
2021-01-21 17:58:28.998586112-05:00,GME,310072,3100
2021-01-21 18:02:09.663857920-05:00,GME,406253,4062
2021-01-21 18:17:41.559753984-05:00,GME,325356,3253
2021-01-21 18:39:45.309959936-05:00,GME,306240,3062
2021-01-21 18:50:36.792418816-05:00,GME,454868,4548
2021-01-21 18:58:01.420381952-05:00,GME,410411,4104
2021-01-21 19:17:00.650303744-05:00,GME,285800,2858
2021-01-21 19:25:50.781455104-05:00,GME,362519,3625
2021-01-21 19:28:27.548474112-05:00,GME,338099,3380
2021-01-21 19:32:10.817050880-05:00,GME,433118,4331
2021-01-21 19:33:16.538748160-05:00,GME,198400,1984
2021-01-21 20:05:13.503049216-05:00,GME,372181,3721
2021-01-21 20:10:20.923009280-05:00,GME,375487,3754
2021-01-21 20:26:49.577302528-05:00,GME,145202,1452
2021-01-21 20:31:38.521038848-05:00,GME,338984,3389
2021-01-21 20:34:22.578192128-05:00,GME,325854,3258
2021-01-21 20:42:19.976502784-05:00,GME,253723,2537
2021-01-21 20:45:55.269708032-05:00,GME,378229,3782
2021-01-21 20:53:31.783191808-05:00,GME,360562,3605
2021-01-21 20:57:12.876247296-05:00,GME,246613,2466
2021-01-21 20:59:02.337850624-05:00,GME,256456,2564
2021-01-21 21:00:05.504567296-05:00,GME,194329,1943
2021-01-21 21:01:18.502292480-05:00,GME,371592,3715
2021-01-21 21:19:10.479253760-05:00,GME,257949,2579
2021-01-21 21:22:32.247723264-05:00,GME,144651,1446
2021-01-21 21:25:44.372895744-05:00,GME,328774,3287
2021-01-21 21:27:34.322359296-05:00,GME,410277,4102
2021-01-21 21:29:55.424081408-05:00,GME,286369,2863
2021-01-21 21:29:59.451364096-05:00,GME,374884,3748
2021-01-21 21:39:02.733401344-05:00,GME,277600,2776
2021-01-21 21:39:21.678345728-05:00,GME,281978,2819
2021-01-21 21:42:04.877870336-05:00,GME,380821,3808
2021-01-21 21:56:44.290870528-05:00,GME,353783,3537
2021-01-21 21:57:16.947484416-05:00,GME,261622,2616
2021-01-21 22:33:36.309309952-05:00,GME,213446,2134
2021-01-21 22:35:58.050347520-05:00,GME,242274,2422
2021-01-21 22:37:06.716252928-05:00,GME,313492,3134
2021-01-21 22:49:27.202236672-05:00,GME,304792,3047
2021-01-21 22:56:59.345452032-05:00,GME,359758,3597
2021-01-21 23:00:11.528035584-05:00,GME,174448,1744
2021-01-21 23:01:43.403781888-05:00,GME,387214,3872
2021-01-21 23:04:55.793992960-05:00,GME,237678,2376
2021-01-21 23:32:24.693606400-05:00,GME,256988,2569
2021-01-21 23:42:41.812944640-05:00,GME,390259,3902
2021-01-21 23:46:21.392660992-05:00,GME,327452,3274
2021-01-22 00:00:04.099301632-05:00,GME,299674,2996
2021-01-22 00:08:42.712259072-05:00,GME,307289,3072
2021-01-22 00:08:53.282758400-05:00,GME,444610,4446
2021-01-22 00:15:00.848555776-05:00,GME,288251,2882
2021-01-22 00:17:39.587321344-05:00,GME,224635,2246
2021-01-22 00:18:22.048632320-05:00,GME,357327,3573
2021-01-22 00:22:14.366227968-05:00,GME,338026,3380
2021-01-22 00:23:39.003044096-05:00,GME,300604,3006
2021-01-22 00:24:38.669665024-05:00,GME,212127,2121
2021-01-22 00:27:14.733409536-05:00,GME,318897,3188
2021-01-22 00:28:42.295585792-05:00,GME,323640,3236
2021-01-22 00:32:03.016969216-05:00,GME,364767,3647
2021-01-22 00:33:25.744476160-05:00,GME,392546,3925
2021-01-22 00:59:22.582925824-05:00,GME,188581,1885
2021-01-22 01:06:19.148509696-05:00,GME,274540,2745
2021-01-22 01:09:26.689535488-05:00,GME,298155,2981
2021-01-22 01:23:16.816956160-05:00,GME,187433,1874
2021-01-22 01:30:57.021459968-05:00,GME,273538,2735
2021-01-22 01:55:21.425227520-05:00,GME,316665,3166
2021-01-22 02:02:51.198625280-05:00,GME,328453,3284
2021-01-22 02:08:38.749507328-05:00,GME,277990,2779
2021-01-22 02:14:23.463758848-05:00,GME,204162,2041
2021-01-22 02:14:45.763523328-05:00,GME,310927,3109
2021-01-22 02:27:12.441600768-05:00,GME,330859,3308
2021-01-22 02:27:43.745325568-05:00,GME,295408,2954
2021-01-22 02:39:07.961948928-05:00,GME,227468,2274
2021-01-22 02:45:00.842956288-05:00,GME,385834,3858
2021-01-22 02:55:33.836838656-05:00,GME,253136,2531
2021-01-22 02:56:18.090833408-05:00,GME,408743,4087
2021-01-22 02:57:32.920950272-05:00,GME,357473,3574
2021-01-22 03:00:08.435929856-05:00,GME,322204,3222
2021-01-22 03:03:26.775337728-05:00,GME,288409,2884
2021-01-22 03:15:37.257076480-05:00,GME,319609,3196
2021-01-22 03:17:14.767155712-05:00,GME,381729,3817
2021-01-22 03:19:30.926035456-05:00,GME,290828,2908
2021-01-22 03:25:29.163493632-05:00,GME,300143,3001
2021-01-22 03:26:18.534168320-05:00,GME,368127,3681
2021-01-22 03:29:53.626296576-05:00,GME,331410,3314
2021-01-22 03:35:38.785047040-05:00,GME,194764,1947
2021-01-22 03:39:30.948901376-05:00,GME,395488,3954
2021-01-22 03:39:48.699456-05:00,GME,260643,2606
2021-01-22 03:41:55.450892032-05:00,GME,334795,3347
2021-01-22 03:48:18.663463424-05:00,GME,307826,3078
2021-01-22 04:01:00.218000128-05:00,GME,219367,2193
2021-01-22 04:01:32.725459200-05:00,GME,322201,3222
2021-01-22 04:07:51.129824-05:00,GME,389334,3893
2021-01-22 04:11:09.915115520-05:00,GME,220917,2209
2021-01-22 04:11:32.048048896-05:00,GME,236523,2365
2021-01-22 04:11:50.826838272-05:00,GME,399477,3994
2021-01-22 04:21:29.990317824-05:00,GME,182309,1823
2021-01-22 04:30:45.029955328-05:00,GME,478519,4785
2021-01-22 04:32:37.647379200-05:00,GME,180356,1803
2021-01-22 04:33:44.305888-05:00,GME,332013,3320
2021-01-22 04:34:04.680784128-05:00,GME,419167,4191
2021-01-22 04:46:01.131067904-05:00,GME,160343,1603
2021-01-22 04:47:15.605539840-05:00,GME,256961,2569
2021-01-22 04:48:23.201181952-05:00,GME,462869,4628
2021-01-22 04:56:36.832165632-05:00,GME,230160,2301
2021-01-22 05:14:17.650009088-05:00,GME,285758,2857
2021-01-22 05:28:49.503723008-05:00,GME,440255,4402
2021-01-22 05:30:28.754356224-05:00,GME,370787,3707
2021-01-22 05:31:43.966594816-05:00,GME,215592,2155
2021-01-22 05:45:29.622169600-05:00,GME,297417,2974
2021-01-22 05:48:21.010753792-05:00,GME,381513,3815
2021-01-22 05:49:22.853952256-05:00,GME,251545,2515
2021-01-22 05:53:57.240139008-05:00,GME,431314,4313
2021-01-22 05:54:03.160600064-05:00,GME,252201,2522
2021-01-22 05:55:12.133842176-05:00,GME,209800,2098
2021-01-22 05:57:46.782791680-05:00,GME,327068,3270
2021-01-22 06:15:00.726706432-05:00,GME,286793,2867
2021-01-22 06:17:25.921424128-05:00,GME,301567,3015
2021-01-22 06:29:06.777654528-05:00,GME,307914,3079
2021-01-22 06:33:25.905837056-05:00,GME,248713,2487
2021-01-22 06:37:54.105196032-05:00,GME,379781,3797
2021-01-22 06:42:50.350314240-05:00,GME,259522,2595
2021-01-22 06:53:44.707374080-05:00,GME,190842,1908
2021-01-22 06:54:48.445256960-05:00,GME,323622,3236
2021-01-22 07:00:03.809221632-05:00,GME,279356,2793
2021-01-22 07:06:52.076300544-05:00,GME,534832,5348
2021-01-22 07:11:11.860432384-05:00,GME,250961,2509
2021-01-22 07:17:33.815641344-05:00,GME,314788,3147
2021-01-22 07:22:35.211234816-05:00,GME,395464,3954
2021-01-22 07:33:56.276452864-05:00,GME,271932,2719
2021-01-22 07:43:19.830879232-05:00,GME,292952,2929
2021-01-22 07:45:37.877921024-05:00,GME,220245,2202
2021-01-22 08:02:29.242182912-05:00,GME,301810,3018
2021-01-22 08:24:42.984990976-05:00,GME,259901,2599
2021-01-22 08:41:35.737230848-05:00,GME,362814,3628
2021-01-22 08:42:24.410265088-05:00,GME,321444,3214
2021-01-22 08:45:59.500556800-05:00,GME,295935,2959
2021-01-22 08:52:11.136131584-05:00,GME,295751,2957
2021-01-22 09:02:18.860418048-05:00,GME,382972,3829
2021-01-22 09:06:25.007548672-05:00,GME,414744,4147
2021-01-22 09:26:03.613386496-05:00,GME,334300,3343
2021-01-22 09:27:45.804550912-05:00,GME,274413,2744
2021-01-22 09:29:59.890197248-05:00,GME,398181,3981
2021-01-22 09:33:26.892820992-05:00,GME,410277,4102
2021-01-22 09:34:08.844165632-05:00,GME,215295,2152
2021-01-22 09:34:26.557384704-05:00,GME,331901,3319
2021-01-22 09:34:27.563166976-05:00,GME,314500,3145
2021-01-22 09:37:25.586881536-05:00,GME,411396,4113
2021-01-22 09:42:19.193662464-05:00,GME,286299,2862
2021-01-22 09:59:48.228640-05:00,GME,332181,3321
2021-01-22 10:03:02.001329664-05:00,GME,340011,3400
2021-01-22 10:07:38.869943296-05:00,GME,143632,1436
2021-01-22 10:30:20.232345856-05:00,GME,192219,1922
2021-01-22 10:30:21.515857152-05:00,GME,212669,2126
2021-01-22 10:34:58.914137344-05:00,GME,340492,3404
2021-01-22 10:48:38.747733504-05:00,GME,232837,2328
2021-01-22 10:49:46.348832768-05:00,GME,377132,3771
2021-01-22 11:01:33.094568192-05:00,GME,253681,2536
2021-01-22 11:06:19.997675008-05:00,GME,193074,1930
2021-01-22 11:06:49.038595328-05:00,GME,376196,3761
2021-01-22 11:32:48.168566272-05:00,GME,248706,2487
2021-01-22 11:33:08.885047552-05:00,GME,262659,2626
2021-01-22 11:35:36.919988480-05:00,GME,252463,2524
2021-01-22 11:35:52.236774400-05:00,GME,268013,2680
2021-01-22 11:37:38.976644864-05:00,GME,304469,3044
2021-01-22 11:50:47.373190144-05:00,GME,192028,1920
2021-01-22 11:51:34.398650624-05:00,GME,313332,3133
2021-01-22 11:52:05.954383360-05:00,GME,286090,2860
2021-01-22 12:03:36.243379200-05:00,GME,331229,3312
2021-01-22 12:08:24.584055808-05:00,GME,316067,3160
2021-01-22 12:12:18.473963008-05:00,GME,801240,8012
2021-01-22 12:15:21.238426880-05:00,GME,306393,3063
2021-01-22 12:19:51.890106112-05:00,GME,314095,3140
2021-01-22 12:28:25.601018880-05:00,GME,274259,2742
2021-01-22 12:29:19.652363008-05:00,GME,480323,4803
2021-01-22 12:30:30.667180800-05:00,GME,400203,4002
2021-01-22 12:34:07.295398400-05:00,GME,324511,3245
2021-01-22 12:35:23.816975104-05:00,GME,275962,2759
2021-01-22 12:51:01.159839488-05:00,GME,345633,3456
2021-01-22 12:54:49.811827712-05:00,GME,438055,4380
2021-01-22 12:58:56.783220992-05:00,GME,285268,2852
2021-01-22 13:12:24.995790336-05:00,GME,320050,3200
2021-01-22 13:14:45.454058752-05:00,GME,217807,2178
2021-01-22 13:39:57.015461888-05:00,GME,303946,3039
2021-01-22 13:41:20.228052736-05:00,GME,365594,3655
2021-01-22 13:42:15.196187136-05:00,GME,286028,2860
2021-01-22 13:43:22.033089280-05:00,GME,240609,2406
2021-01-22 14:04:17.020770816-05:00,GME,110267,1102
2021-01-22 14:05:04.397588480-05:00,GME,311327,3113
2021-01-22 14:05:32.344482816-05:00,GME,324932,3249
2021-01-22 14:21:38.712885760-05:00,GME,336901,3369
2021-01-22 14:26:18.037403904-05:00,GME,162075,1620
2021-01-22 14:30:13.543649536-05:00,GME,412962,4129
2021-01-22 14:31:57.351315968-05:00,GME,246652,2466
2021-01-22 14:40:14.085277440-05:00,GME,150008,1500
2021-01-22 14:42:01.079069696-05:00,GME,250657,2506
2021-01-22 14:51:15.301479936-05:00,GME,371365,3713
2021-01-22 14:51:20.306007552-05:00,GME,132775,1327
2021-01-22 14:57:21.178689024-05:00,GME,306055,3060
